"ID WHO city","iso3","country","city","pm10","Year","type_of_stations","pm10_type","pm25","pm25_type","reference","latitude","longitude","population","wbinc16_text","region","date_compiled","population_source","tempcov_PM10","tempcov_PM25","latitude_pop","longitude_pop","Region","region_abbr","tempcov_PM10_grad","tempcov_PM25_grad","conc_pm25","color_pm25","conc_pm10","color_pm10"
94,"AUT","Austria","Vocklabruck",20.885276475472,2013,"-","Converted",15.30887498,"Measured","European Environment Agency, Air quality e-reporting database",48.0011100769043,13.6680698394775,11909,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
103,"BHR","Bahrain","Hamad Town",317.88,2012,"1 station, 1 Residential urban station","Measured",65.52,"Measured","Supreme Council of Environment, 2013.",26.1166667938232,50.5,273105,"High income","Emr_HI",2016,NA,NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
104,"BHR","Bahrain","Hidd",178.38,2012,"1 station, 1 Residential urban station","Measured",41.44,"Measured","Supreme Council of Environment, 2013.",26.2126331329346,50.674186706543,188597,"High income","Emr_HI",2016,NA,NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,"35-<50","red",">100","darkred"
105,"BHR","Bahrain","Ma'ameer",257.35,2012,"1 station, 1 Residential Industrial station (Mixed)","Measured",63.95,"Measured","Supreme Council of Environment, 2013.",26.1346778869629,50.6132545471191,314719,"High income","Emr_HI",2016,NA,NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
106,"BHR","Bahrain","Nabih Saleh",244.07,2012,"1 station, 1 Urban background station","Measured",58.2,"Measured","Supreme Council of Environment, 2013.",26.1823272705078,50.5847549438477,296427,"High income","Emr_HI",2016,NA,NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
107,"BHR","Bahrain","Ras Hayan",250.42,2012,"1 station, 1 Rural background station","Measured",43.92,"Measured","Supreme Council of Environment, 2013.",26.0400009155273,50.6313896179199,100388,"High income","Emr_HI",2016,NA,NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,"35-<50","red",">100","darkred"
119,"BEL","Belgium","Berendrecht",25.97268394,2013,"1 station, background, suburban","Measured",17.4115406923234,"Converted","European Environment Agency, Air quality e-reporting database",51.3412590026855,4.32054710388184,462098,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
123,"BEL","Belgium","Brussels",25.5885562616667,2013,"6 stations, background, suburban","Measured",18.247265666,"Measured","European Environment Agency, Air quality e-reporting database",50.8585739135742,4.28707218170166,2044993,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
126,"BEL","Belgium","Corroy Le Grand",20.40099501,2013,"1 station, background, rural","Measured",14.73217377,"Measured","European Environment Agency, Air quality e-reporting database",50.6559906005859,4.66701698303223,11716,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"10-<15","yellow","20-<30","yellow"
131,"BEL","Belgium","Genk",26.26167678,2013,"1 station, industrial, urban","Measured",17.6052754101166,"Converted","European Environment Agency, Air quality e-reporting database",50.9284400939941,5.46932220458984,65051,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
133,"BEL","Belgium","Habay La Neuve",15.23002124,2013,"1 station, background, rural","Measured",10.70307754,"Measured","European Environment Agency, Air quality e-reporting database",49.7198638916016,5.62911415100098,8219,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"10-<15","yellow","<20","green"
136,"BEL","Belgium","Hoboken",27.64422191,2013,"1 station, background, suburban","Measured",18.5321045682267,"Converted","European Environment Agency, Air quality e-reporting database",51.1705551147461,4.33973598480225,462098,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
137,"BEL","Belgium","Hoevenen",26.32495647,2013,"1 station, industrial, suburban","Measured",17.71023713,"Measured","European Environment Agency, Air quality e-reporting database",51.3147392272949,4.40514087677002,18407,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
142,"BEL","Belgium","Moerkerke",23.73991001,2013,"1 station, background, rural","Measured",15.9147360406069,"Converted","European Environment Agency, Air quality e-reporting database",51.2551002502441,3.36129188537598,10883,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
145,"BEL","Belgium","Retie",22.4779847428707,2013,"-","Converted",15.0687679,"Measured","European Environment Agency, Air quality e-reporting database",51.2313919067383,5.05201101303101,10841,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
146,"BEL","Belgium","Roeselaere",28.074151895,2013,"2 stations, background, suburban","Measured",18.8203205818651,"Converted","European Environment Agency, Air quality e-reporting database",50.9537124633789,3.11992502212524,58452,"High income","Eur_HI",2016,NA,NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"15-<25","orange","20-<30","yellow"
160,"BOL","Bolivia, Plurinational States of","Cochabamba",59.52,2014,"3 stations, Urban","Measured",32.2265876603858,"Converted","Contaminacion Atmosferica, Gestion 2014, RED MoniCA",-17.3880157470703,-66.2062225341797,630587,"Lower middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"25-<35","darkorange","50-<70","orange"
161,"BOL","Bolivia, Plurinational States of","La Paz",82,2013,"1 station, Urban","Measured",44.3981886450208,"Converted","Air Quality Standards for Particulate Matter (PM) at high altitude cities.",-16.489688873291,-68.1192932128906,1887079,"Lower middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"35-<50","red","70-<100","red"
162,"BIH","Bosnia and Herzegovina","Sarajevo",49.609,2010,"1 station, background urban","Measured",30.250044308739,"Converted","European Environment Agency, Air quality e-reporting database",43.856388092041,18.413610458374,318447,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
163,"BIH","Bosnia and Herzegovina","Tuzla",106.214763380422,2010,"-","Converted",64.7665,"Measured","European Environment Agency, Air quality e-reporting database",44.5405540466309,18.6733379364014,80570,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,">50","darkred",">100","darkred"
171,"BRA","Brazil","Campos",26.2015943175746,2014,"-","Converted",12,"Measured","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-21.7616710662842,-41.3276634216309,437000,"Upper middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"10-<15","yellow","20-<30","yellow"
177,"BRA","Brazil","Cordeiropolis",38,2014,"1 station, NA","Measured",17.40352111681,"Converted","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-22.4804496765137,-47.4669914245605,20870,"Upper middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"15-<25","orange","30-<50","darkred"
186,"BRA","Brazil","Jau",25,2014,"1 station, NA","Measured",11.4496849452698,"Converted","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-22.2981605529785,-48.5670013427734,138800,"Upper middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"10-<15","yellow","20-<30","yellow"
190,"BRA","Brazil","Malemba",18,2014,"1 station, NA","Measured",8.24377316059423,"Converted","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-12.6772165298462,-38.539134979248,81160,"Upper middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"<10","green","<20","green"
196,"BRA","Brazil","Quatis",27,2014,"1 station, NA","Measured",12.3656597408913,"Converted","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-22.3981552124023,-44.320499420166,13543,"Upper middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"10-<15","yellow","20-<30","yellow"
204,"BRA","Brazil","Sao Jose Dos Campos",30,2014,"1 station, NA","Measured",13.7396219343237,"Converted","Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-23.1874656677246,-45.8707733154297,674590,"Upper middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"10-<15","yellow","20-<30","yellow"
211,"BGR","Bulgaria","Devnia",27.15225895,2013,"1 station, industrial, suburban","Measured",19.3882988936073,"Converted","European Environment Agency, Air quality e-reporting database",43.2230453491211,27.5872383117676,8013,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"15-<25","orange","20-<30","yellow"
212,"BGR","Bulgaria","Dimitrovgad",59.1522063,2013,"1 station, background, suburban","Measured",42.2381304654109,"Converted","European Environment Agency, Air quality e-reporting database",42.0231513977051,24.84010887146,38738,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"35-<50","red","50-<70","orange"
213,"BGR","Bulgaria","Dolny Voden",53.68421052,2013,"1 station, industrial, urban","Measured",38.3336620848298,"Converted","European Environment Agency, Air quality e-reporting database",42.1464767456055,25.8754062652588,49884,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"35-<50","red","50-<70","orange"
215,"BGR","Bulgaria","Gorna Oriahovica",43.12816438,2013,"1 station, background, urban","Measured",30.7960285467176,"Converted","European Environment Agency, Air quality e-reporting database",43.1264762878418,25.6912117004395,31863,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
217,"BGR","Bulgaria","Kardjaly",39.7567919,2013,"1 station, background, urban","Measured",28.3886716691815,"Converted","European Environment Agency, Air quality e-reporting database",41.6360778808594,25.3796825408936,43668,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
220,"BGR","Bulgaria","Pazarjik",45.81488764,2013,"1 station, background, suburban","Measured",32.7145058898075,"Converted","European Environment Agency, Air quality e-reporting database",42.5782737731934,23.1139755249023,76034,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
222,"BGR","Bulgaria","Pirdop",35.87238372,2013,"1 station, background, urban","Measured",25.6149773346771,"Converted","European Environment Agency, Air quality e-reporting database",42.7082061767578,24.1772785186768,7485,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
228,"BGR","Bulgaria","Smolian",43.13951566,2013,"1 station, traffic, urban","Measured",30.8041340236825,"Converted","European Environment Agency, Air quality e-reporting database",41.5683517456055,24.7351131439209,29124,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
233,"BGR","Bulgaria","Vratza",38.87390581,2013,"1 station, traffic, urban","Measured",27.7582394302488,"Converted","European Environment Agency, Air quality e-reporting database",43.2079772949219,23.5574131011963,62584,"Upper middle income","Eur_LM",2016,NA,NA,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
234,"CMR","Cameroon","Bafoussam",105,2012,"1 station, commercial/residential","Measured",67,"Measured","J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354",5.46670007705688,10.4163999557495,239287,"Lower middle income","Afr",2016,NA,NA,NA,NA,NA,"Africa (Sub-Saharan) (LMIC)","Afr",NA,NA,">50","darkred",">100","darkred"
235,"CMR","Cameroon","Bamenda",141,2012,"1 station, residential/commercial","Measured",132,"Measured","J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354",5.93330001831055,10.1667003631592,269530,"Lower middle income","Afr",2016,NA,NA,NA,NA,NA,"Africa (Sub-Saharan) (LMIC)","Afr",NA,NA,">50","darkred",">100","darkred"
236,"CMR","Cameroon","Yaoude",65,2012,"1 station, commercial/residential","Measured",49,"Measured","J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354",3.86669993400574,11.5166997909546,1817524,"Lower middle income","Afr",2016,NA,NA,NA,NA,NA,"Africa (Sub-Saharan) (LMIC)","Afr",NA,NA,"35-<50","red","50-<70","orange"
260,"CAN","Canada","Dartmouth",12.2560834466147,2013,"-","Converted",7,"Measured","National Air Pollution Surveillance Network.",44.719799041748,-63.4807548522949,89163,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
272,"CAN","Canada","Fort St. John",18,2013,"1 station, NA","Measured",10.280608854275,"Converted","National Air Pollution Surveillance Network.",56.2458534240723,-120.848365783691,18699,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"10-<15","yellow","<20","green"
300,"CAN","Canada","Morrisburg",12.2560834466147,2013,"-","Converted",7,"Measured","National Air Pollution Surveillance Network.",44.8997497558594,-75.18994140625,6959,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
303,"CAN","Canada","Nelson",13,2013,"1 station, NA","Measured",7.42488417253192,"Converted","National Air Pollution Surveillance Network.",49.490550994873,-117.295379638672,10532,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
308,"CAN","Canada","Notre-Dame-Du-Rosaire",8.75434531901051,2013,"-","Converted",5,"Measured","National Air Pollution Surveillance Network.",46.8489685058594,-70.4537811279297,384,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
348,"CAN","Canada","Thomson",12,2013,"1 station, NA","Measured",4,"Measured","National Air Pollution Surveillance Network.",55.7471885681152,-97.8735275268555,40923,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
352,"CAN","Canada","Trois-Rivieres",19.2595597018231,2013,"-","Converted",11,"Measured","National Air Pollution Surveillance Network.",46.352237701416,-72.5401000976562,151773,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"10-<15","yellow","<20","green"
353,"CAN","Canada","Vancouver",12.2560834466147,2013,"-","Converted",7,"Measured","National Air Pollution Surveillance Network.",49.2616691589355,-123.163330078125,603502,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
368,"CHL","Chile","Coyhaique",75.445,2014,"2 stations, NA","Measured",63.92,"Measured","Ministerio del Medio Ambiente",-45.5799369812012,-72.072689,54800,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,">50","darkred","70-<100","red"
384,"CHL","Chile","Valparaiso",34.0568244641703,2014,"-","Converted",15.72,"Measured","Ministerio del Medio Ambiente",-33.0495376586914,-71.6142349243164,906967,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"15-<25","orange","30-<50","darkred"
398,"CHN","China","Changhua",47.7776005591561,2014,"-","Converted",31.6666666666667,"Measured","",24.0659999847412,120.541999816895,1291474,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
400,"CHN","China","Changshu",73.9295503389047,2014,"-","Converted",49,"Measured","China National Environmental Monitoring Center",31.6700000762939,120.758003234863,726067,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,"35-<50","red","70-<100","red"
401,"CHN","China","Changzhi",101.389097607641,2014,"-","Converted",67.2,"Measured","China National Environmental Monitoring Center",36.1542015075684,113.109703063965,738456,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,">50","darkred",">100","darkred"
406,"CHN","China","Chiayi",46.2688342257091,2014,"-","Converted",30.6666666666667,"Measured","",23.4650001525879,120.438003540039,524783,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
412,"CHN","China","Datong",63.3681860047755,2014,"-","Converted",42,"Measured","China National Environmental Monitoring Center",40.1096992492676,113.381896972656,1531736,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,"35-<50","red","50-<70","orange"
417,"CHN","China","Eerduosi",41.9437040698276,2014,"-","Converted",27.8,"Measured","China National Environmental Monitoring Center",39.8129005432129,110.002296447754,589337,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
420,"CHN","China","Fuyang",89.7715968400986,2014,"-","Converted",59.5,"Measured","China National Environmental Monitoring Center",30.0540008544922,119.954002380371,509804,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,">50","darkred","70-<100","red"
426,"CHN","China","Haimen",76.9470830057988,2014,"-","Converted",51,"Measured","China National Environmental Monitoring Center",31.8959999084473,121.172996520996,528955,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,">50","darkred","70-<100","red"
436,"CHN","China","Hsinchu",32.6899372246858,2014,"-","Converted",21.6666666666667,"Measured","",24.8059997558594,120.97200012207,518809,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,"15-<25","orange","30-<50","darkred"
438,"CHN","China","Hualien",18.1051960013644,2014,"-","Converted",12,"Measured","",23.9720001220703,121.599998474121,333392,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,"10-<15","yellow","<20","green"
443,"CHN","China","Jiangyin",102.093188563249,2014,"-","Converted",67.6666666666667,"Measured","China National Environmental Monitoring Center",31.9200000762939,120.267997741699,685661,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,">50","darkred",">100","darkred"
444,"CHN","China","Jiaonan",79.2102325059694,2014,"-","Converted",52.5,"Measured","China National Environmental Monitoring Center",35.8779983520508,120.004997253418,4565549,"Upper middle income","Wpr_LM",2016,NA,NA,NA,NA,NA,"Western Pacific (LMIC)","Wpr (LMIC)",NA,NA,">50","darkred","70-<100","red"
